epoch,lr,epoch_time,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auroc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auroc
1,0.0002926829491861254,2560.6400213241577,0.5441333168633282,0.7407916666666666,0.7448106413623655,0.7325833333333334,0.7386463891106163,0.8200864999999999,0.4659196224610011,0.7983333333333333,0.7753846153846153,0.84,0.8064,0.8853515555555556
2,9.757729755661011e-05,2194.6077938079834,0.43545715205619734,0.85025,0.8483341621084037,0.853,0.8506606831214161,0.9169593229166666,0.4092684899965922,0.9043333333333333,0.8860598345003182,0.928,0.9065450993161837,0.95277
3,9.05463412215599e-05,1480.2719495296478,0.3430623945419987,0.89925,0.894385907145209,0.9054166666666666,0.8998674838495941,0.9525705729166667,0.3482129080494245,0.9126666666666666,0.8978149100257069,0.9313333333333333,0.9142670157068062,0.9531506666666667
4,7.959536998847742e-05,1729.4927785396576,0.29635126506661374,0.92075,0.9157608695652174,0.92675,0.9212226640159046,0.9671647951388889,0.3865997322797775,0.9123333333333333,0.8902208201892744,0.9406666666666667,0.9147487844408427,0.9438266666666668
5,6.57963412215599e-05,1707.6818780899048,0.2646690743813912,0.937375,0.9331517702401585,0.94225,0.9376788157731061,0.9746821284722222,0.3453650429844856,0.9186666666666666,0.9067357512953368,0.9333333333333333,0.9198423127463863,0.9573811111111111
6,5.05e-05,1501.2857971191406,0.22177624210963648,0.954375,0.9499133591880519,0.9593333333333334,0.9546001077988308,0.9856748090277778,0.375378734767437,0.9213333333333333,0.9573082489146165,0.882,0.9181124219292158,0.9618617777777778
7,3.5203658778440106e-05,1566.9934549331665,0.19416270603239535,0.9675833333333334,0.9641793514228988,0.97125,0.9677017602125539,0.9909312534722222,0.34062795162200926,0.926,0.9412983425414365,0.9086666666666666,0.9246947082767978,0.9529073333333333
8,2.1404630011522586e-05,1501.1953070163727,0.16756594182302553,0.979,0.975591593579348,0.9825833333333334,0.9790749813169476,0.9950644861111111,0.3396775808533033,0.9153333333333333,0.9521044992743106,0.8746666666666667,0.9117442668519805,0.9524962222222222
9,1.0453658778440107e-05,2378.2287945747375,0.1481090893112123,0.98625,0.9838308457711443,0.98875,0.986284289276808,0.9976899583333333,0.3358979984521866,0.9266666666666666,0.9456824512534819,0.9053333333333333,0.9250681198910081,0.9448806666666667
